Year,Année,ISO,Jurisdiction,Juridiction,Category,Catégorie,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Volume (cubic metres) (En),Data qualifier,Volume (en mètre cube) (Fr),Qualificatifs de données
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,113025,e,113025,e
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,551082,e,551082,e
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,553444,e,553444,e
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,35979,e,35979,e
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,19373,e,19373,e
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,0,e,0,e
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,36240,a,36240,a
2006,2006,MB,Manitoba,Manitoba,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,2981462,a,2981462,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,2214047,a,2214047,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,695317,a,695317,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,480171,a,480171,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,652854,a,652854,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,1214706,a,1214706,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,1056596,a,1056596,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,1060468,a,1060468,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,61905,a,61905,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Indéterminée bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,15671,E,15671,E
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other industrial roundwood,Indéterminée bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,17313,E,17313,E
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,260000,e,260000,e
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,35000,e,35000,e
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,40000,e,40000,e
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,55000,e,55000,e
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,225089,a,225089,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,129472,a,129472,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,1000,a,1000,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,2689,a,2689,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,141565,a,141565,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,1154600,a,1154600,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,1415,a,1415,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,2298,a,2298,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,401,a,401,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,1014,a,1014,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,434,a,434,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,272640,a,272640,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,2781066,a,2781066,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,9537,a,9537,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,96049,a,96049,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,226719,a,226719,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,1283244,a,1283244,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,45185,a,45185,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,452390,a,452390,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,2134,a,2134,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,654,a,654,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,8101,a,8101,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,31114,a,31114,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Résineux,Provincial land,Terres provinciales,7046,e,7046,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Résineux,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Provincial land,Terres provinciales,,s,,s
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Softwoods,Résineux,Provincial land,Terres provinciales,,n,,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Softwoods,Résineux,Private land,Terres privées,,n,,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Provincial land,Terres provinciales,,n,,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Hardwoods,Feuillus,Private land,Terres privées,,n,,n
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Provincial land,Terres provinciales,,s,,s
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Softwoods,Résineux,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Provincial land,Terres provinciales,,s,,s
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other industrial roundwood,Autres bois ronds industriels,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Provincial land,Terres provinciales,17197,e,17197,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Softwoods,Résineux,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Provincial land,Terres provinciales,,s,,s
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Hardwoods,Feuillus,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Fuelwood*b and firewood*c,Bois de chauffage*b et de foyer*c,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Hardwoods,Feuillus,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Logs and bolts,Billes et billots,Unspecified,Indéterminée,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Pulpwood,Bois à pâte,Softwoods,Résineux,Federal land,Terres fédérales,,u,,u
