Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2004,2004,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2004,2004,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,24801,a,24801,a
2004,2004,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2004,2004,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,1599,a,1599,a
2004,2004,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2004,2004,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2004,2004,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,0,r,0,r
2004,2004,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,13,r,13,r
2004,2004,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,0,r,0,r
2004,2004,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,0,r,0,r
2004,2004,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,3984,r,3984,r
2004,2004,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,r,0,r
2004,2004,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,38828,r,38828,r
2004,2004,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,18,r,18,r
2004,2004,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,45,r,45,r
2004,2004,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2004,2004,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,9212,r,9212,r
2004,2004,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,2,r,2,r
2004,2004,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1773,a,1773,a
2004,2004,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2004,2004,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,86,a,86,a
2004,2004,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2004,2004,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,263,a,263,a
2004,2004,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,12211,a,12211,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,7573,e,7573,e
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,962,a,962,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1261,e,1261,e
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,2655,a,2655,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,885,a,885,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,,n,,n
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,n,,n
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,508,a,508,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
2004,2004,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,10,a,10,a
2004,2004,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,289,a,289,a
2004,2004,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2004,2004,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,63298,a,63298,a
2004,2004,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2004,2004,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,6874,a,6874,a
2004,2004,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2004,2004,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,14413,a,14413,a
2004,2004,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,52,a,52,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,724,a,724,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,26,a,26,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,106,a,106,a
2004,2004,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,61,a,61,a
2004,2004,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,51,a,51,a
2004,2004,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,47782,a,47782,a
2004,2004,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,6317,a,6317,a
2004,2004,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2004,2004,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,1048,a,1048,a
2004,2004,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,1805,a,1805,a
2004,2004,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,5488,a,5488,a
2004,2004,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2004,2004,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2004,2004,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
2004,2004,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2004,2004,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2004,2004,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2004,2004,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2005,2005,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2005,2005,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,27911,a,27911,a
2005,2005,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2005,2005,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,1436,a,1436,a
2005,2005,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2005,2005,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2005,2005,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,15,r,15,r
2005,2005,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,2609,r,2609,r
2005,2005,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,44874,r,44874,r
2005,2005,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,35,r,35,r
2005,2005,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,207,r,207,r
2005,2005,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2005,2005,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,10366,r,10366,r
2005,2005,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,1,r,1,r
2005,2005,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,2658,a,2658,a
2005,2005,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,174,a,174,a
2005,2005,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2005,2005,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,218,a,218,a
2005,2005,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,11529,a,11529,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,7469,e,7469,e
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,1092,a,1092,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1462,e,1462,e
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,3406,a,3406,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,362,a,362,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,n,,n
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1404,a,1404,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
